Movie,Years,Duration,Genre,Rating,,Actor_1,Actor_2,Actor_3,Actor_4
Mandbuddhi,2021,,Drama,,,Sanjay Sakshii,Gaurav Prateek,Anup Jalota,Deepraj Rana
Manvee,2021,87 min,Drama,,,Tanmay Nag,Jayanta Mondal,Sagar Kumar,Peehu Biswas
MarginalizedAadhaar,2021,69 min,Documentary,,,Subhashish Panigrahi,Ramani,Usha Ramanathan,Dinabandhu Gamango
Maskhara,2021,,"Drama, Thriller",,,Jaimin Bal,Prachi Desai,Sumeet Vyas,Prashant Narayanan
Mehak Sugandh,2021,,Drama,,,Vivek Chauhan,Rk Vashist,Kafil Ahmed,Aryav
Mere Desh Ki Dharti,2021,,Drama,,,Faraz Haider,Inaamulhaq,Anupriya Goenka,Divyendu Sharma
Mere Jinvar Mere Guruvar,2021,,Biography,,,Sunil Acharya,Bhagyashri,Ankita Lokhanda,Govind Namdeo
Millions of Cards,2021,90 min,"Drama, War",,,Dhananjay Galani,,,
Mimi,2021,,Drama,,,Laxman Utekar,Evelyn Edwards,Kriti Sanon,Sai Tamhankar
Minnal Murali,2021,,"Adventure, Comedy, Fantasy",,,Basil Joseph,Tovino Thomas,Basil Joseph,Aju Varghese
Moral Nights,2021,93 min,Drama,9,37,S. Sunil,Kannanunni,Santhosh Keezhattoor,Sandra Larwin
Morjim,2021,118 min,"Crime, Mystery, Thriller",,,Faizan Kareem,Dipannita Sharma,Sharat Saxena,Manjot Singh
Mosagallu,2021,85 min,Drama,7.9,"1,059",Jeffrey Gee Chin,Vishnu Manchu,Kajal Aggarwal,Sunil Shetty
Mrs Undercover,2021,,Action,,,Anushree Mehta,Radhika Apte,Rajesh Sharma,Akshay Kapoor
Muddy,2021,,"Action, Thriller",,,Pragabhal,Yuvan,Ridhaan Krishna,Suresh Anusha
Mumbai Saga,2021,135 min,"Action, Crime",6.1,"7,295",Sanjay Gupta,John Abraham,Emraan Hashmi,Mahesh Manjrekar
Mumbaikar,2021,,"Action, Drama, Thriller",,,Santosh Sivan,Vikrant Massey,Vijay Sethupathi,Tanya Maniktala
My Darling,2021,80 min,Drama,7.4,63,Arpa Khan,Kamalika Chanda,Deep Kumar Singh,
My Goal football,2021,,Drama,,,Shoib Nikash Shah,Azmat Khwaja,Namita Lal,Shoib Nikash Shah
Naam,2021,,Mystery,,,Anees Bazmee,Ajay Devgn,Sameera Reddy,Bhoomika Chawla
Nachaniya,2021,,Drama,,,Sujoy Mukherjee,Amika Shail,Salim Zaidi,Vaibhav Shukla
Nagin,2021,,"Drama, Fantasy",,,Vishal Furia,Shraddha Kapoor,,
Nail Polish,2021,128 min,Drama,7.4,"3,737",Bugs Bhargava Krishna,Arjun Rampal,Manav Kaul,Anand Tiwari
NaPaak,2021,,Drama,,,Kaun Bhatia,Deboprasad Halder,Anuradha Mukherjee,Satakshi Nandy
NCR: Chapter One,2021,65 min,Crime,7.8,20,Saif Baidya,Ajay Kkhundal,Manil Mayank Mishra,Puneet Kumar Mishra
Nikamma,2021,,Action,,,Sabir Khan,Abhimanyu Dasani,Shirley Setia,Samir Soni
No Means No,2021,,"Action, Drama, Romance",,,Vikash Verma,Neetu Chandra,Gulshan Grover,Sharad S. Kapoor
Noise of Silence,2021,110 min,"Drama, Romance",7.2,46,Saif Baidya,Puja Jha,Syed Firdaus,Sayantika Nath
Not Reachable,2021,,,,,Sanjeev Kumar Rajput,Zaib Bhat,Sameer Chahar,Mugdha Godse
Not Today,2021,92 min,Drama,,,Aditya Kripalani,Harsh Chhaya,Vibhawari Deshpande,Madhuri Gawali
Nyay: The Justice,2021,,Drama,,,Dilip Gulati,Atsede Addy Ethio,Asrani,Arun Bakshi
Oh My Kadavule Hindi Remake,2021,,Comedy,,,Ashwath Marimuthu,,,
Om - The Battle Within,2021,,"Action, Thriller",,,Kapil Verma,Aditya Roy Kapoor,Bijou Thaangjam,Sanjana Sanghi
Om Shri Satya Sai Baba,2021,,Biography,,,Vicky Ranawat,Arun Bakshi,Sudhir Dalvi,Babanrao Gholap
Out of the Blue,2021,,Drama,,,Mohneesh Kalyan,Mohit Nain,Amisha Sinha,Rajkumar Kanaujiya
Out of Time,2021,90 min,"Horror, Mystery, Sci-Fi",,,Arijit Lahiri,Danny Sura,Menaka Lalwani,Ashish Bhatt
Pagglait,2021,114 min,"Comedy, Drama",6.9,"7,043",Umesh Bist,Sanya Malhotra,Sayani Gupta,Sheeba Chaddha
Papiha 2021,2021,,Drama,,,Ankit Jaiswal,Kiran Acharya,Zeba Hussain,Adhikalp Sharma
Pari,2021,,Thriller,,,Ish Sharma,Shubham Bhartiya,Ayesha Kapoor,Nisha Prashant
Pedrya (Loser),2021,90 min,Drama,,,Harshad Nalawade,Donna Munshi,Harshad Nalawade,Atul Deshmukh
Peekaboo,2021,,"Drama, Mystery, Thriller",,,Shamal Chacko,Raavi Kishor,Poornima Sankar,Neena Thampy
Penthouse,2021,,"Crime, Mystery, Thriller",,,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Tisca Chopra,Bobby Deol
Phone Bhoot,2021,,"Comedy, Horror",,,Gurmmeet Singh,Katrina Kaif,Jackie Shroff,Ishaan Khattar
Pippa,2021,,War,,,Raja Menon,Mrunal Thakur,Ishaan Khattar,Priyanshu Painyuli
Pitta Kathalu,2021,150 min,"Drama, Romance",5,627,Nag Ashwin,Tharun Bhascker Dhaassyam,B.V. Nandini Reddy,Sankalp Reddy
Powai,2021,,Drama,,,Kuldip Patel,Satyen Chaturvedi,,
Premaatur,2021,109 min,"Horror, Romance, Thriller",,,Sumit Sagar,Prashant Walde,Heta Shah,Kalyani Kumari
Prithviraj,2021,,"Action, Drama, History",,,Chandra Prakash Dwivedi,Deependra Singh,Nikkita Chadha,Akshay Kumar
Priti the dark shadow of society,2021,101 min,Family,,,Arjun Mahadev Vriti,Mohammad Ishtiyaq Mi Ishu Boy,Harish Gupta,Ayushi Chatterjee
Project Kahuta,2021,82 min,"Biography, History, Thriller",,,Ankur Pajni,Manjari Fadnnis,Vinay Pathak,Ayushi Gupta
Puratchi Thalaivi,2021,,Biography,,,Bharathiraja,Anushka Shetty,,
Pushpa,2021,,"Action, Drama, Thriller",,,Sukumar,Allu Arjun,Fahadh Faasil,Rashmika Mandanna
Qala,2021,,"Drama, Horror, Thriller",,,Anvita Dutt,Swastika Mukherjee,Tripti Dimri,Babil Khan
Queen of Sajjangarh,2021,,Horror,5.9,20,Mahaveer Shringi,Vaibhav Chauhan,Rajesh Dubeay,Abhijeet Ghadge
Raag,2021,,Drama,,,Arvind Tripathi,Rakesh Bedi,Sudha Chandran,Milind Gunaji
Raat Baaki Hai,2021,100 min,"Drama, Thriller",5.2,332,Avinash Das,Paoli Dam,Anup Soni,Dipannita Sharma
Radhe,2021,135 min,"Action, Crime, Thriller",1.8,"162,455",Prabhu Deva,Salman Khan,Disha Patani,Randeep Hooda
Raghav Radio,2021,,Drama,,,Prashant Singh,Tulip Fazal,,
Raghu in Mumbai,2021,,Crime,,,,,,
Raka,2021,118 min,Action,,,Dhananjay Mukherjee,Ujjwal Ank,Laltu Bagdi,Palash Chatterjee
Raksha Bandhan,2021,,"Drama, Family",,,Aanand L. Rai,Akshay Kumar,Shuruti Kumari,
Rashmi Rocket,2021,,Sport,,,Akarsh Khurana,DJ Farman,Mostafiz Mortoza,Priyanshu Painyuli
Red Mercury Mission in India,2021,,"Action, Crime, War",,,Maheshh,Sukesh,Trigger Ravi,Spurthi Rao
Refl3ct,2021,65 min,Sci-Fi,9.3,467,Nikhil Mahar,Vijay Mahar,Vijay Mahar,Nikhil Mahar
Retirement,2021,,Drama,,,Pragyesh Singh,,,
Return Ticket,2021,,Drama,,,Nisant,Arbaaz Khan,Mugdha Godse,Vikram Gokhale
Risknamaa 2,2021,150 min,Thriller,,,Aarun Nagar,Kirti Gurjar,Prajakta Kiran,Prayas Mann
RK/RKAY,2021,95 min,Drama,8.7,12,Rajat Kapoor,Rajat Kapoor,Mallika Sherawat,Ranvir Shorey
Rocketry: The Nambi Effect,2021,,"Biography, Drama",,,Madhavan,Madhavan,Bhawsheel Sahni,Arnaud Humbert
Romancebaazi,2021,,Drama,,,Sunny Solanki,Mukesh Aahuja,Ashish Kadian,Javed Rizvi
Roohi,2021,134 min,"Comedy, Horror",4.3,"6,422",Hardik Mehta,Rajkummar Rao,Varun Sharma,Janhvi Kapoor
RRR,2021,,"Action, Drama",,,S.S. Rajamouli,N.T. Rama Rao Jr.,Ram Charan,Ajay Devgn
Rudra Gadh @6km,2021,120 min,Horror,,,Arjun Rao,Rajesh Bonik,Raaj Seth,Raja Murad
Safaibaaz - The Scavenger,2021,,"Drama, Family",,,Avneesh Singh,Rajpal Yadav,Johnny Lever,Manpreet Dolly
Saina,2021,135 min,"Biography, Drama, Sport",4.2,"3,369",Amole Gupte,Mukesh Agrohari,Olga Anand,Rohan Apte
Sakshi,2021,112 min,Thriller,,,Ajay Ram,Madhumita Biswas,Yugansh Juneja,Vikram Mastal
Sam Bahadur,2021,,War,,,Meghna Gulzar,Vicky Kaushal,,
Samvaran,2021,,Mystery,,,Saurabh Sinha,Akshay Anand,,
San' 75 (Pachattar),2021,123 min,Thriller,,,Navneet Behal,Pravessh Rana,Kay Kay Menon,Kirti Kulhari
Sanak,2021,,"Action, Thriller",,,Kanishk Varma,Vidyut Jammwal,Neha Dhupia,Chandan Roy Sanyal
Sandeep Aur Pinky Faraar,2021,125 min,"Comedy, Crime, Drama",6.3,"6,489",Dibakar Banerjee,Parineeti Chopra,Arjun Kapoor,Jaideep Ahlawat
Sangeen,2021,,Thriller,,,Jaideep Chopra,Nawazuddin Siddiqui,Elnaaz Norouzi,Sammy Jonas Heaney
Sardar Ka Grandson,2021,139 min,"Comedy, Drama, Romance",4.1,"3,773",Kaashvi Nair,Neena Gupta,Arjun Kapoor,Rakul Preet Singh
Sarhad Wale Daddy,2021,,Drama,,,Snehal Garg,,,
Satyameva Jayate 2,2021,122 min,"Action, Crime, Drama",,,Milap Zaveri,John Abraham,Gautami Kapoor,Divya Khosla Kumar
Scary Forest,2021,130 min,Horror,,,Sanjay Abeer,Riddhii Bansal,Jayaprabhu Lingayath,Teena Ponnappa
Searching for Sheela,2021,58 min,"Documentary, Biography, Crime",4.1,553,Shakun Batra,Ma Anand Sheela,Shoma Chaudhury,Anurag Chauhan
Secret Pocketmaar,2021,,"Action, Comedy, Drama",,,Akhilesh Kumar Upadhyay,Ayush Kumar Upadhyay,Manoj Bakshi,Mushtaq Khan
Secrets of love (SOL),2021,,Biography,,,Ritesh s Kumar,Ravi Kishan,Vivek Mishra,Siddhant Pandey
Secrets of Sinauli,2021,56 min,"Documentary, History",9.3,"1,373",Raghav Jairath,Manoj Bajpayee,R.S. Bhist,K.N. Dixit
See You in Hell,2021,,Thriller,,,Rahul Chakraborty,,,
Shaadisthan,2021,94 min,"Drama, Musical",6,191,Raj Singh Chaudhary,Nivedita Bhattacharya,Sanjay Dadhich,Kirti Kulhari
Shaap,2021,,Documentary,,,Maria Sigrist,Satindar Singh Bedi,,
Shabaash Mithu,2021,,Biography,,,Rahul Dholakia,Taapsee Pannu,,
Shamshera,2021,,"Action, Adventure",,,Karan Malhotra,Ranbir Kapoor,Sanjay Dutt,Tridha Choudhury
Sharmaji Namkeen,2021,,Comedy,,,Hitesh Bhatia,Paresh Rawal,Juhi Chawla,Rishi Kapoor
Shashank,2021,,Biography,,,Sanoj Mishra,Sanoj R. Mishra,Varun Joshi,Rajveer Singh
Sher Gujjar,2021,,Action,,,Aakash Gupta,Mushtaq Khan,Gajendra Chauhan,Priyanka S. Sharma
Sherni,2021,,Drama,,,Amit Masurkar,Vidya Balan,Mukul Chadda,Vijay Raaz
Shershaah,2021,,"Action, History",,,Vishnuvardhan,Raj Arjun,Vijay Meenu,Rahaao
Shoe Maker,2021,,Drama,,,Parvinder Singh Wraich,Harkiran Kaur Wraich,Vinamarjot Singh Wraich,Chitragupta Sinha
Shooter,2021,143 min,"Action, Crime, Drama",,,Vishram Sawant,Michelle Krusiec,Randeep Hooda,Sunil Shetty
Shouting Silence,2021,95 min,"Crime, Drama, Thriller",,,Jaimin Bal,Sachin Khedekar,Samir Singh,Tapaswini Reddy
Shri Laxminath Gosai,2021,,Biography,,,Ramesha K. Barti,,,
Shukrdosh,2021,,Comedy,,,Anup Thapa,Puneet Issar,Mugdha Godse,Grusha Kapoor
Silence: Can You Hear It,2021,136 min,"Crime, Thriller",6.6,"3,324",Aban Bharucha Deohans,Sahil Vaid,Manoj Bajpayee,Hitha Chandrashekar
Singhwahini,2021,,Documentary,,,Lubdhak Chatterjee,Nihal Parashar,,
Sitapur: The City of Gangsters,2021,,Action,,,Mobeen Warsi,Jabbar Akram,Mirza Azhar,Utkarsh Bajpayee
Skater Girl,2021,107 min,"Drama, Family, Sport",6.6,"1,154",Manjari Makijany,Amy Maghera,Waheeda Rehman,Rachel Saanchita Gupta
Someone,2021,160 min,"Drama, Romance",,,Sid Bhagvathula,Vibhu Kaushik,Vindhyanshu Dubey,Shreya Ranjan
Something Wrong,2021,110 min,Horror,,,Azhar Hussain,Rahul Jain,Priti Singh,Asad Khan
Sonam Gupta Bewafa Hai,2021,,Comedy,,,Ssaurabh Tyagi,Surbhi Jyoti,Atul Srivastava,Jassie Gill
Sooryavanshi,2021,176 min,"Action, Thriller",,,Rohit Shetty,Akshay Kumar,Katrina Kaif,Ajay Devgn
State of Siege: Temple Attack,2021,,Action,,,Ken Ghosh,Akshaye Khanna,Manjari Fadnnis,Abhimanyu Singh
Steering,2021,,Drama,,,Nitin Supekar,Casiono Dsoza,Raavi Kishor,Deepalaxmi Moghe
Strings of Devotion,2021,,Documentary,,,Arno Krimmer,Vishal Bhardwaj,Jagjit Singh,Zakir Hussain
Sweeper: Service to Humanity,2021,,Drama,,,Rupender Verma,Rupender Verma,Priyanka Karandikar,Rupender Verma
Switchh,2021,130 min,"Action, Thriller",4.2,11,Mustufa Raj,Armen Grayg,Hanif Hilal,Naren Kumar
Taalismaan,2021,,Fantasy,,,Ram Madhvani,Amitabh Bachchan,,
Tadap,2021,,Thriller,,,Milan Luthria,Tara Sutaria,Ahan Shetty,Swati Kapoor
Tank Cleaner,2021,155 min,Thriller,8.7,20,Parvinder Singh Wraich,Harkiran Kaur Wraich,Muntazir Ahmad,Sunny Gill Ambersariya
Tape Recorder,2021,,Romance,,,Mahaveer Shringi,Rajesh Dubeay,Kanchan Mishra,Sania Mistry
Tauba Tera Jalwa,2021,,"Romance, Thriller",,,Akashaditya Lama,Ameesha Patel,Rajesh Sharma,Jahangir Khan
Taxi No. 24,2021,,Thriller,,,Saumitra Singh,Mahesh Manjrekar,Jagjeet Sandhu,Anangsha Biswas
Thank God,2021,,Comedy,,,Indra Kumar,Rakul Preet Singh,Ajay Devgn,Sidharth Malhotra
The Battle of Bhima Koregaon,2021,,"Action, Biography, Drama",,,Ashu Trikha,Ramesh Thete,Arjun Rampal,Sunny Leone
The Big Bull,2021,153 min,"Biography, Crime, Drama",6.1,"11,536",Kookie Gulati,Abhishek Bachchan,Nikita Dutta,Ileana D'Cruz
The Birth: 10000 BC,2021,109 min,"Adventure, History",,,Dr. Vikram,Pratap Rana,,
The Chase,2021,,Thriller,,,Caarthick Raju,Anasuya Bharadwaj,Harish Uthaman,Bala Saravanan
The Closed Door,2021,50 min,"Mystery, Sci-Fi",,,Shekhar Kar,Riann Barruah,Shekhar Kar,Romil K. Sharma
The Dark Jungle,2021,123 min,"Adventure, Horror, Mystery",,,Rakesh Sawant,Bhavesh Kumar,Shakti Kapoor,Sudesh Berry
The Darling Wife,2021,94 min,"Horror, Thriller",,,Barshali Chatterjee,Amitabh Acharya,Tanika Basu,Tapas Basu
The Forgotten,2021,120 min,Mystery,,,Mirza Ali,Vishwa Gulati,Nish,
The Girl on the Train,2021,120 min,"Crime, Drama, Mystery",4.4,"7,312",Ribhu Dasgupta,Aditi Rao Hydari,Kirti Kulhari,Parineeti Chopra
The Hauntings in MadhyaPradesh,2021,117 min,Horror,,,Khader Abdul,Khader Abdul,Eisha Megan Acton,Vivek Panjabi
The House on the Cliff,2021,,"Horror, Thriller",,,Sam Bhattacharjee,Priyanshu Chatterjee,Nyra Banerjee,Sid Makkar
The Incomplete Man,2021,,"Drama, Thriller",,,Dhiraj Kotkar,Sharib Hashmi,Warina Hussain,Ekavali Khanna
The Kasol Diaries,2021,,Family,,,Manan Sahni,Shivangi Khandelwal,Manuj Agarwal,Vaibhav Sharma
The Killer Pen,2021,,Horror,,,Amar Arora,Mukesh Khanna,Sajjad Nyk,
The Last Show,2021,,Drama,,,Vivek Agnihotri,Anupam Kher,Satish Kaushik,Pallavi Joshi
The Lift,2021,,Thriller,,,Rajesh Rathi,Akhil Rajendra,,
The Lipstick Boy,2021,,Drama,,,Abhinav Thakur,Manoj Patel,Sriparna Chakravarty,Aamir Haque
The Love Style,2021,,Romance,,,Pawan Kumar,Manoj Bakshi,Aditi Bharadwaj,Sunita Choudhary
The Power,2021,154 min,"Action, Crime, Drama",5.7,"1,544",Mahesh Manjrekar,Vidyut Jammwal,Shruti Haasan,Salil Ankola
The Purple Night,2021,59 min,Action,,,Pavan Kumar Rajamahendravarapu,Ratnesh Rai,Gaana Bhat,Ritwik Verma
The Rapist 2021,2021,,Drama,,,Aparna Sen,Konkona Sen Sharma,Arjun Rampal,Tanmay Dhanania
The Right Click,2021,,"Comedy, Romance",,,Debatma Mandal,Yashaswini Dayama,Prit Kamani,
The River of Love,2021,70 min,Mystery,,,Akash Khurana,Akash Khurana,Sheetal Menon,Sarang Sathaye
The Secret in the Wind,2021,,"Drama, Mystery",,,Chandradeep Das,Thomas Raft,,
The Tenant,2021,112 min,Drama,,,Sushrut Jain,Shamita Shetty,Rudhraksh Jaiswal,Sheeba Chaddha
The White Tiger,2021,125 min,"Crime, Drama",7.1,"49,877",Ramin Bahrani,Adarsh Gourav,Rajkummar Rao,Priyanka Chopra Jonas
The Wife,2021,106 min,"Crime, Horror, Romance",4.5,235,Sarmad Khan,Gurmeet Choudhary,Shweta Dadhich,Sayani Datta
Three Losses,2021,60 min,Documentary,,,Rahul Sharma,Shimi Dolkar,Mathias Durand,Florence Galinier
Time to Dance,2021,113 min,"Musical, Romance",1.8,730,Stanley D'Costa,Sooraj Pancholi,Isabelle Kaif,Waluscha De Sousa
Tom Dick and Harry Returns,2021,,Comedy,,,Deepak Tijori,Jimmy Sheirgill,Sana Khaan,Aftab Shivdasani
Tomchi,2021,,Drama,,,Rajesh Gupta,Swati Aggarwal,Rati Agnihotri,Narendra Bedi
Toofaan,2021,,"Action, Drama, Sport",,,Rakeysh Omprakash Mehra,Farhan Akhtar,Paresh Rawal,Mrunal Thakur
Toofan Mail,2021,97 min,Drama,,,Akriti Singh,Shahrukh Chauhan,Arshad Mumtaz,Surya Rao
Toolsidas Junior,2021,,"Drama, Sport",,,Mridul Mahendra,Sanjay Dutt,Dalip Tahil,Rajiv Kapoor
Tribhanga,2021,95 min,"Drama, Family",6.1,"2,508",Renuka Shahane,Kajol,Tanvi Azmi,Mithila Palkar
Tuesdays and Fridays,2021,106 min,"Comedy, Musical, Romance",4.5,574,Taranveer Singh,Anmol Dhillon,Jhataleka Malhotra,Niki Walia
Udd Ja Re,2021,83 min,"Drama, Thriller",,,Prarjun Majumder,Rajesh Sharma,Joy Sengupta,Aishwarya Sen
Udham Singh,2021,,"Crime, Drama, History",8.2,29,Shoojit Sircar,Kirsty Averton,Tim Berrington,Nicholas Gecks
Unfair & Lovely,2021,,Romance,,,Balwinder Singh Janjua,Randeep Hooda,Ileana D'Cruz,Rajendra Bhatia
Untimely Death,2021,,Horror,,,Sanjeev Kumar Rajput,Ankit Bathla,Samiksha Bhatnagar,Ashmit Patel
Untitled Indian Comedy/Drama,2021,,"Comedy, Drama, Musical",,,Aditya Agnihotri,,,
Untitled Sejal Shah Project,2021,,Drama,,,Sejal Shah,Nawazuddin Siddiqui,,
Untitled Shakun Batra Film,2021,,"Comedy, Drama, Romance",,,Shakun Batra,Deepika Padukone,Ananya Panday,Siddhant Chaturvedi
Untitled Vardhan Ketkar Film,2021,,"Action, Thriller",,,Vardhan Ketkar,Amyra Dastur,Sidharth Malhotra,Mrunal Thakur
Vande Bharat Flight IX 1344: Hope to Survival,2021,,"Documentary, Thriller",7.8,5,,,,
VanRakshak,2021,93 min,Drama,8.2,32,Pawan Kumar Sharma,Dhirendra Thakur,Aditya Srivastav,Yashpal Sharma
Vicksy,2021,,Drama,,,Sharrma Mayyank,Manav Anand Ahuja,Amitriyaan,Anindita Ashnita
Victim,2021,,Drama,,,Faizal Khan,Kuldeep Singh,Mohit Nain,Saafi Kaur
Vikrant Rona,2021,,"Action, Adventure, Fantasy",,,Anup Bhandari,Sudeep,Nirup Bhandari,Neetha Ashok
Viraat,2021,150 min,Crime,8.9,294,Narendra Singh,Kritika Sachdeva,Ravi Jhanghu,Lokesh Tilakdhari
Watch Over Me,2021,92 min,Documentary,,,Farida Pacha,,,
Wedlock,2021,,Comedy,,,Sachin P. Karande,Raghav Juyal,Neha Bam,Deepak Kalra
Whats the plan dude,2021,78 min,Drama,,,Abhishek D Bhola,Amit Kumar Chauhan,Dev Gohar,Sanjiv Lakhanpal
Woh 3 Din,2021,,Drama,,,Raaj Aashoo,Sanjay Mishra,Payel Mukherjee,Purva Parag
Woh Ladki Hai Kahaan,2021,,Drama,,,Arshad Syed,Pratik Gandhi,Taapsee Pannu,
Women Diaries,2021,,Drama,,,Surya,Mugdha Godse,Sudha Chandran,
Writing with Fire,2021,92 min,Documentary,8.1,106,Sushmit Ghosh,Rintu Thomas,Meera Devi,Shyamkali Devi
Yamuna Paar,2021,106 min,Crime,,,Anuj Kumar Roy,Suraj Anand,Soni Gautam,Nitin Singh Negi
Ye mard bechara,2021,,Comedy,,,Anup Thapa,Veeraj Rao,Manukriti Pahwa,Seema Bhargava
Yug the law of karma,2021,75 min,"Action, Crime, Drama",7.7,10,Dilip Kumar,Vinod Kumar,Dilip Kumar,Saurav Bagga
Zamaanat: And Justice for All,2021,,"Drama, Family, Mystery",,,S. Ramanathan,Amitabh Bachchan,Arshad Warsi,Karisma Kapoor
Zindagi Unlimited,2021,105 min,,,,Vipin Agnihotri,Amit Pandey,Kanchi Rohela,Kritika Sanghavi
Zinga,2021,,"Adventure, Fantasy, Sci-Fi",,,Jaishankar Chigurula,Sri Ram,Devan Sanjeev,Kasu Naveen Kumar
13 Tribute of Love,2020,66 min,Drama,,,Rahul Tiwari,Rahul Tiwari Adhiyari,Anil Arora,Asima Bhatt
3 Days 4 Nights in Bihar,2020,,Comedy,,,Abhishek Dogra,Jackky Bhagnani,Sharman Joshi,Ruslaan Mumtaz
3 Shyaane,2020,,Comedy,,,Anees Barudwale,Asrani,Rakesh Bedi,Priyanshu Chatterjee
376 D,2020,128 min,"Crime, Thriller",5.7,252,Gunveen Kaur,Robin Sikarwar,Vivek Kumar,Deeksha Joshi
6387 Meters Black Peak,2020,85 min,Documentary,,,Kovid Mittal,Kovid Mittal,,
A Game Called Relationship,2020,109 min,"Comedy, Romance",6.3,181,Vivek Sharma,Mandy Takhar,Vivek Sharma,Sumit Suri
A Rifle and a Bag,2020,89 min,Documentary,6.8,15,Cristina Hanes,Isabella Rinaldi,Arya Rothe,
Aadarniy Pitaji,2020,,Family,,,Prashant Kumar,,,
Aahvaan,2020,114 min,"Comedy, Horror",,,Amrit Raj Thakur,Dev Vart Singh,Arya Chaturvedi,Muskaan Sinha
Adhiktam,2020,45 min,"Action, Comedy",,,Prashast Singh,Prashast Singh,,
Admitted,2020,126 min,"Documentary, Biography",,,Ojaswwee Sharma,Dhananjay Chauhan,,
Adrashya,2020,,,,,Sabir Shaikh,,,
AK vs AK,2020,108 min,"Action, Comedy, Crime",6.9,"12,429",Vikramaditya Motwane,Anil Kapoor,Anurag Kashyap,Sonam Kapoor
Aliya Basu Gayab Hai,2020,,Drama,,,Preeti Singh,Salim Diwan,Vinay Pathak,Raima Sen
All Ladies Do It,2020,97 min,Thriller,7.9,384,Akhil Gautam,Akhil Gautam,Ajay Bafna,Vikas Sachdeva
Amar Kahani Ravidas Ji Ki,2020,98 min,History,,,Arvind Singh Sirohi,Bhawana Arora,Samayera Khan,Sandeep Mohan
Amar Prem,2020,143 min,Drama,4.4,25,Tanveer Hashmi,Chandrima Banerjee,Kundan Bhardwaj,Sufi
An acid attack case,2020,,Mystery,,,Kritn Ajitesh,,,
Angrezi Medium,2020,145 min,"Comedy, Drama",7.3,"11,700",Homi Adajania,Irrfan Khan,Radhika Madan,Kareena Kapoor
Antervyathaa,2020,90 min,Drama,,,Keshav Arya,Keshav Arya,Veena Chaudhary,Anuradha Khaira
Astounding Courage in Distress,2020,102 min,Family,7.3,33,Priyanka Singh,Mansinghms,Indu Prasad,Man Singh
Ateet,2020,120 min,Thriller,4.3,204,Tanuj Bhramar,Rajeev Khandelwal,Priyamani,Sanjay Suri
Atithi Kab Aoge Shhamshan,2020,135 min,Comedy,5.9,7,Vipin k Sethie,Manoj Bakshi,Vipin k Sethie,Avnish Pawar
Atkan Chatkan,2020,126 min,"Drama, Musical",8.2,"1,763",Shiv Hare,Lydian Nadhaswaram,Sachin Chaudhary,Tamanna Dipak
Avantika,2020,105 min,"Comedy, Horror",,,Ejaz Ahmed,Ejaz Ahmed,Ejaz Ahmed,Richa Bhatt
Awasaan,2020,101 min,Drama,8.7,21,Rajat Kumar Chaturvedi,Arjun Chakrabarty,Trishala Idnani,Sarvagya Jain
Baabul Ki Dua,2020,,Comedy,,,Aditya Singh,Sunil Saigal,Shlesha Shastry,Deeksha Welekar
Baaghi 3,2020,143 min,"Action, Comedy, Musical",2.1,"10,309",Ahmed Khan,Tiger Shroff,Riteish Deshmukh,Shraddha Kapoor
Bad Boy,2020,,"Comedy, Romance",,,Rajkumar Santoshi,Namashi Chakraborthy,Amrin Qureshi,Madhu Anand Chandhock
Badnaam,2020,,Romance,6.9,7,Krishna Bhatt,Mohit Sehgal,Priyal Gor,Barkha Bisht
Bahut Hua Sammaan,2020,125 min,"Comedy, Crime, Drama",7.3,"3,036",Ashish R. Shukla,Sanjay Mishra,Ram Kapoor,Raghav Juyal
Bairy Suratiya,2020,,"Drama, Horror, Thriller",,,Sunil Kumar Suman,Kuldeep Kumar,Khushboo Sawan,Krishna Bhatt
Balakot: the true story,2020,,Action,,,Omung Kumar,Vivek Oberoi,,
Bamfaad,2020,102 min,Romance,7.2,"1,533",Ranjan Chandel,Aditya Rawal,Shalini Pandey,Vijay Varma
Beautiful,2020,123 min,Drama,8.5,13,Agasthya Manju,Naina Ganguly,Parth Suri,
Before You Go-Love,2020,52 min,"Drama, Romance",,,Tarun Rastogi,Shashank Shekhar Singh,Neeta Iyer,Vibhu Kaushik
Bhangra Paa Le,2020,131 min,"Comedy, Drama, Music",6,287,Sneha Taurani,Sunny Kaushal,Rukshar Dhillon,Shriya Pilgaonkar
Bhoot: Part One - The Haunted Ship,2020,114 min,"Horror, Mystery, Thriller",5.4,"4,236",Bhanu Pratap Singh,Vicky Kaushal,Ashutosh Rana,Meher Vij
Bhootaha,2020,100 min,Horror,,,Rupesh Kumar Singh,Jyoti Tripathi,,
Bishwa,2020,,Drama,,,Anuj Tyagi,Vinay Pathak,Usha Jadhav,Sharib Hashmi
Black Rose,2020,120 min,Thriller,8.6,38,Hemant N Mishra,Samiksha Bhatnagar,Rahul Chawla,Abhilash Dada
Blind Mind,2020,,Drama,,,Vajshi G. Vavnotia,Vije Bhatia,Niharika Choukesey,Shreyanshi Barot
Blood Sugar,2020,81 min,Thriller,,,Desparado,Ajinkya,Rajeev Bharadwaj,Baby Mahali
